"Name","SamAccountName","Enabled","LastLogonDate","Department","Title"
"ASHLEY_WADE","ASHLEY_WADE","True",,,
"JACQUES_KINNEY","JACQUES_KINNEY","True",,,
"DEANNA_HUFFMAN","DEANNA_HUFFMAN","True",,,
"LADONNA_CAMPBELL","LADONNA_CAMPBELL","True",,,
"JEFFERY_SARGENT","JEFFERY_SARGENT","True",,,
"REBA_TUCKER","REBA_TUCKER","True",,,
"BRANDIE_DAVIS","BRANDIE_DAVIS","True",,,
"DAVID_MCCULLOUGH","DAVID_MCCULLOUGH","True",,,
"TRISHA_CARNEY","TRISHA_CARNEY","True",,,
"DAMION_DECKER","DAMION_DECKER","True",,,
"NOE_CALLAHAN","NOE_CALLAHAN","True",,,
"WILLA_WIGGINS","WILLA_WIGGINS","True",,,
"ARNOLD_ONEILL","ARNOLD_ONEILL","True",,,
"DOLORES_SUMMERS","DOLORES_SUMMERS","True",,,
"MARYANN_BRANCH","MARYANN_BRANCH","True",,,
"AUGUSTA_PUCKETT","AUGUSTA_PUCKETT","True",,,
"7110413301SA","7110413301SA","True",,,
"HILDA_HAYDEN","HILDA_HAYDEN","True",,,
"VICKY_MORROW","VICKY_MORROW","True",,,
"ELISA_RIVERA","ELISA_RIVERA","True",,,
"ANTONIO_BARNES","ANTONIO_BARNES","True",,,
"AUDRA_CHANG","AUDRA_CHANG","True",,,
"LINDSEY_WALTON","LINDSEY_WALTON","True",,,
"JAMI_BRADSHAW","JAMI_BRADSHAW","True",,,
"GAVIN_PEREZ","GAVIN_PEREZ","True",,,
"JENIFER_CLAY","JENIFER_CLAY","True",,,
"ERNESTINE_MANNING","ERNESTINE_MANNING","True",,,
"FOREST_CALHOUN","FOREST_CALHOUN","True",,,
"DERICK_BEACH","DERICK_BEACH","True",,,
"RUSSELL_MENDEZ","RUSSELL_MENDEZ","True",,,
"LAURA_BURCH","LAURA_BURCH","True",,,
"KAITLIN_NOLAN","KAITLIN_NOLAN","True",,,
"VIVIAN_MANN","VIVIAN_MANN","True",,,
"DOROTHY_JOYNER","DOROTHY_JOYNER","True",,,
"ALPHONSE_PETTY","ALPHONSE_PETTY","True",,,
"LAURI_BERGER","LAURI_BERGER","True",,,
"OLEN_REILLY","OLEN_REILLY","True",,,
"EZRA_PRINCE","EZRA_PRINCE","True",,,
"JACK_DOMINGUEZ","JACK_DOMINGUEZ","True",,,
"RANDY_BARTON","RANDY_BARTON","True",,,
"LESSIE_VILLARREAL","LESSIE_VILLARREAL","True",,,
"LELA_HOWE","LELA_HOWE","True",,,
"TRISTAN_KIRKLAND","TRISTAN_KIRKLAND","True",,,
"ELMER_RAMOS","ELMER_RAMOS","True",,,
"DEBBIE_SLATER","DEBBIE_SLATER","True",,,
"PIERRE_VASQUEZ","PIERRE_VASQUEZ","True",,,
"SUSANNA_PITTMAN","SUSANNA_PITTMAN","True",,,
"MOLLIE_DOTSON","MOLLIE_DOTSON","True",,,
"ROSA_BARTLETT","ROSA_BARTLETT","True",,,
"LETICIA_RIDDLE","LETICIA_RIDDLE","True",,,
"STACEY_MARKS","STACEY_MARKS","True",,,
"HOPE_BRADLEY","HOPE_BRADLEY","True",,,
"PATTY_HOOVER","PATTY_HOOVER","True",,,
"NORMAN_WILLIAMSON","NORMAN_WILLIAMSON","True",,,
"JAN_PENNINGTON","JAN_PENNINGTON","True",,,
"ILENE_DILLARD","ILENE_DILLARD","True",,,
"BRUNO_SHORT","BRUNO_SHORT","True",,,
"JESS_LOGAN","JESS_LOGAN","True",,,
"CAROLINA_DAVIDSON","CAROLINA_DAVIDSON","True",,,
"PAMELA_HILL","PAMELA_HILL","True",,,
"KRISTINE_LEVINE","KRISTINE_LEVINE","True",,,
"WYATT_JEFFERSON","WYATT_JEFFERSON","True",,,
"POLLY_AGUILAR","POLLY_AGUILAR","True",,,
"DUSTY_WHITNEY","DUSTY_WHITNEY","True",,,
"SIMON_BURT","SIMON_BURT","True",,,
"ISIAH_MORROW","ISIAH_MORROW","True",,,
"ELISA_SALINAS","ELISA_SALINAS","True",,,
"MOLLY_STONE","MOLLY_STONE","True",,,
"LEANNA_MALONE","LEANNA_MALONE","True",,,
"BURT_GIBBS","BURT_GIBBS","True",,,
"EVANGELINA_POPE","EVANGELINA_POPE","True",,,
"ADRIENNE_MARTINEZ","ADRIENNE_MARTINEZ","True",,,
"SUMMER_HORTON","SUMMER_HORTON","True",,,
"FRANCINE_GRAHAM","FRANCINE_GRAHAM","True",,,
"MARIETTA_HAYDEN","MARIETTA_HAYDEN","True",,,
"CURTIS_GARDNER","CURTIS_GARDNER","True",,,
"KIMBERLY_BEACH","KIMBERLY_BEACH","True",,,
"BENJAMIN_ALFORD","BENJAMIN_ALFORD","True",,,
"BERNICE_JOHNSON","BERNICE_JOHNSON","True",,,
"JULIET_MCGOWAN","JULIET_MCGOWAN","True",,,
"JOHNATHAN_DUFFY","JOHNATHAN_DUFFY","True",,,
"SHELIA_HORN","SHELIA_HORN","True",,,
"5145680233SA","5145680233SA","True",,,
"DALE_MADDOX","DALE_MADDOX","True",,,
"AMALIA_GREEN","AMALIA_GREEN","True",,,
"CATHERINE_EMERSON","CATHERINE_EMERSON","True",,,
"LACY_ALVARADO","LACY_ALVARADO","True",,,
"NORA_BENSON","NORA_BENSON","True",,,
"SHEREE_FLORES","SHEREE_FLORES","True",,,
"ALLISON_BARNETT","ALLISON_BARNETT","True",,,
"THANH_BARR","THANH_BARR","True",,,
"HIRAM_HANCOCK","HIRAM_HANCOCK","True",,,
"FRIEDA_HORTON","FRIEDA_HORTON","True",,,
"STACI_FERGUSON","STACI_FERGUSON","True",,,
"FOREST_CARNEY","FOREST_CARNEY","True",,,
"KATHARINE_BOWERS","KATHARINE_BOWERS","True",,,
"CHRIS_BURCH","CHRIS_BURCH","True",,,
"DELMER_ROACH","DELMER_ROACH","True",,,
"CARMINE_HESS","CARMINE_HESS","True",,,
"MERLE_GOULD","MERLE_GOULD","True",,,
"WILSON_FREDERICK","WILSON_FREDERICK","True",,,
"GERRY_GREENE","GERRY_GREENE","True",,,
"MARCELINO_THORNTON","MARCELINO_THORNTON","True",,,
"MERRILL_MCBRIDE","MERRILL_MCBRIDE","True",,,
"COURTNEY_DURHAM","COURTNEY_DURHAM","True",,,
"SHEILA_GUTHRIE","SHEILA_GUTHRIE","True",,,
"MURRAY_SNYDER","MURRAY_SNYDER","True",,,
"ALFONSO_SAUNDERS","ALFONSO_SAUNDERS","True",,,
"GUY_PRICE","GUY_PRICE","True",,,
"JERROLD_ANTHONY","JERROLD_ANTHONY","True",,,
"TANISHA_THOMPSON","TANISHA_THOMPSON","True",,,
"ARRON_WILKINS","ARRON_WILKINS","True",,,
"TERRENCE_SANTANA","TERRENCE_SANTANA","True",,,
"COLEEN_MCINTYRE","COLEEN_MCINTYRE","True",,,
"CLARISSA_SERRANO","CLARISSA_SERRANO","True",,,
"CASSANDRA_HULL","CASSANDRA_HULL","True",,,
"CAROLYN_CHAVEZ","CAROLYN_CHAVEZ","True",,,
"BERTA_ROBINSON","BERTA_ROBINSON","True",,,
"BRITTNEY_HANSON","BRITTNEY_HANSON","True",,,
"9202643348SA","9202643348SA","True",,,
"MAI_GROSS","MAI_GROSS","True",,,
"KELLY_TATE","KELLY_TATE","True",,,
"MILO_JARVIS","MILO_JARVIS","True",,,
"TAMERA_DUFFY","TAMERA_DUFFY","True",,,
"JACK_DAVIDSON","JACK_DAVIDSON","True",,,
"BRITTANY_JENKINS","BRITTANY_JENKINS","True",,,
"GRADY_LOWE","GRADY_LOWE","True",,,
"BRITTNEY_FROST","BRITTNEY_FROST","True",,,
"ELIAS_PRESTON","ELIAS_PRESTON","True",,,
"DOLORES_DICKSON","DOLORES_DICKSON","True",,,
"OSVALDO_HALL","OSVALDO_HALL","True",,,
"MARK_HOLDER","MARK_HOLDER","True",,,
"DEIRDRE_DAVIDSON","DEIRDRE_DAVIDSON","True",,,
"AURORA_ROBLES","AURORA_ROBLES","True",,,
"WALDO_CANNON","WALDO_CANNON","True",,,
"ESTELLA_DALTON","ESTELLA_DALTON","True",,,
"LEROY_DYER","LEROY_DYER","True",,,
"IRVING_WEAVER","IRVING_WEAVER","True",,,
"DANTE_WONG","DANTE_WONG","True",,,
"MAI_JORDAN","MAI_JORDAN","True",,,
"ANDREA_LITTLE","ANDREA_LITTLE","True",,,
"JULIE_HOLMAN","JULIE_HOLMAN","True",,,
"LENORE_ONEAL","LENORE_ONEAL","True",,,
"SHELIA_CLARKE","SHELIA_CLARKE","True",,,
"RILEY_ROSARIO","RILEY_ROSARIO","True",,,
"CLARA_NOEL","CLARA_NOEL","True",,,
"KELLY_MIDDLETON","KELLY_MIDDLETON","True",,,
"BRAIN_BENNETT","BRAIN_BENNETT","True",,,
"LOURDES_MCCORMICK","LOURDES_MCCORMICK","True",,,
"WENDY_WASHINGTON","WENDY_WASHINGTON","True",,,
"BERNADETTE_WITT","BERNADETTE_WITT","True",,,
"JILLIAN_CRUZ","JILLIAN_CRUZ","True",,,
"RITA_IRWIN","RITA_IRWIN","True",,,
"VIVIAN_DONALDSON","VIVIAN_DONALDSON","True",,,
"LUCY_DAWSON","LUCY_DAWSON","True",,,
"DUANE_CALHOUN","DUANE_CALHOUN","True",,,
"FLETCHER_RUSH","FLETCHER_RUSH","True",,,
"DION_NORRIS","DION_NORRIS","True",,,
"OLLIE_JOSEPH","OLLIE_JOSEPH","True",,,
"KIETH_AYERS","KIETH_AYERS","True",,,
"VALERIE_VILLARREAL","VALERIE_VILLARREAL","True",,,
"BERTA_SWEENEY","BERTA_SWEENEY","True",,,
"CAROLYN_SOLIS","CAROLYN_SOLIS","True",,,
"LEANNE_HOLDER","LEANNE_HOLDER","True",,,
"JEFFREY_CROSBY","JEFFREY_CROSBY","True",,,
"CAREY_TAYLOR","CAREY_TAYLOR","True",,,
"FRITZ_HART","FRITZ_HART","True",,,
"CELIA_ROBINSON","CELIA_ROBINSON","True",,,
"OTTO_REYNOLDS","OTTO_REYNOLDS","True",,,
"KERRI_SEXTON","KERRI_SEXTON","True",,,
"ANN_HOLCOMB","ANN_HOLCOMB","True",,,
"BRIANA_LOWERY","BRIANA_LOWERY","True",,,
"LONNIE_HAYES","LONNIE_HAYES","True",,,
"HORACE_RILEY","HORACE_RILEY","True",,,
"SHERI_MUNOZ","SHERI_MUNOZ","True",,,
"DARLA_BEST","DARLA_BEST","True",,,
"MARILYN_BLEVINS","MARILYN_BLEVINS","True",,,
"ISIAH_SYKES","ISIAH_SYKES","True",,,
"SCOTTIE_DANIELS","SCOTTIE_DANIELS","True",,,
"MARQUIS_STRONG","MARQUIS_STRONG","True",,,
"KRISTA_MEJIA","KRISTA_MEJIA","True",,,
"KIM_WILSON","KIM_WILSON","True",,,
"LUPE_MOODY","LUPE_MOODY","True",,,
"NADIA_OCHOA","NADIA_OCHOA","True",,,
"SERENA_GUERRERO","SERENA_GUERRERO","True",,,
"LEONARD_HARRELL","LEONARD_HARRELL","True",,,
"MARIANO_SEXTON","MARIANO_SEXTON","True",,,
"MATT_ALLEN","MATT_ALLEN","True",,,
"BRANDEN_SALAZAR","BRANDEN_SALAZAR","True",,,
"ERNA_LE","ERNA_LE","True",,,
"JACKSON_CASEY","JACKSON_CASEY","True",,,
"MARIBEL_SAWYER","MARIBEL_SAWYER","True",,,
"BESSIE_DUFFY","BESSIE_DUFFY","True",,,
"HELEN_ACEVEDO","HELEN_ACEVEDO","True",,,
"TRACIE_REYNOLDS","TRACIE_REYNOLDS","True",,,
"MYRA_RANDALL","MYRA_RANDALL","True",,,
"MARCELO_HODGES","MARCELO_HODGES","True",,,
"EMILIO_MCCRAY","EMILIO_MCCRAY","True",,,
"JEANIE_GOLDEN","JEANIE_GOLDEN","True",,,
"GLEN_FISCHER","GLEN_FISCHER","True",,,
"CARMEN_HALL","CARMEN_HALL","True",,,
"PAT_SANTANA","PAT_SANTANA","True",,,
"LINDSEY_CARLSON","LINDSEY_CARLSON","True",,,
"EMANUEL_GARDNER","EMANUEL_GARDNER","True",,,
"BRETT_DALE","BRETT_DALE","True",,,
"PAIGE_GREGORY","PAIGE_GREGORY","True",,,
"SUMMER_PARK","SUMMER_PARK","True",,,
"KATELYN_SCHMIDT","KATELYN_SCHMIDT","True",,,
"DUSTIN_WEBSTER","DUSTIN_WEBSTER","True",,,
"HAL_HINES","HAL_HINES","True",,,
"KATHRINE_ROBERTS","KATHRINE_ROBERTS","True",,,
"NADINE_CRAWFORD","NADINE_CRAWFORD","True",,,
"DEAN_MORRIS","DEAN_MORRIS","True",,,
"ELTON_BARRETT","ELTON_BARRETT","True",,,
"BLANCHE_CARRILLO","BLANCHE_CARRILLO","True",,,
"TRAVIS_FRANKS","TRAVIS_FRANKS","True",,,
"STEVIE_OWENS","STEVIE_OWENS","True",,,
"MILO_ROSARIO","MILO_ROSARIO","True",,,
"ALMA_SLATER","ALMA_SLATER","True",,,
"MARSHALL_JUAREZ","MARSHALL_JUAREZ","True",,,
"THANH_GAY","THANH_GAY","True",,,
"BERYL_WHEELER","BERYL_WHEELER","True",,,
"TERRA_RIVERS","TERRA_RIVERS","True",,,
"JAYNE_NASH","JAYNE_NASH","True",,,
"ERIN_COLLINS","ERIN_COLLINS","True",,,
"RUSSELL_PRINCE","RUSSELL_PRINCE","True",,,
"FAYE_EATON","FAYE_EATON","True",,,
"3245392653SA","3245392653SA","True",,,
"LUANN_FRANCO","LUANN_FRANCO","True",,,
"MAUDE_ABBOTT","MAUDE_ABBOTT","True",,,
"GEORGIA_WEISS","GEORGIA_WEISS","True",,,
"NELL_FERRELL","NELL_FERRELL","True",,,
"EFREN_LESTER","EFREN_LESTER","True",,,
"HUGO_BYERS","HUGO_BYERS","True",,,
"JOYCE_MCINTYRE","JOYCE_MCINTYRE","True",,,
"FRANCES_CURTIS","FRANCES_CURTIS","True",,,
"ESSIE_GILLIAM","ESSIE_GILLIAM","True",,,
"RAE_GENTRY","RAE_GENTRY","True",,,
"JANELLE_BISHOP","JANELLE_BISHOP","True",,,
"DELBERT_DUFFY","DELBERT_DUFFY","True",,,
"KARA_MEYERS","KARA_MEYERS","True",,,
"IRVING_HOUSE","IRVING_HOUSE","True",,,
"LEONA_FRANKLIN","LEONA_FRANKLIN","True",,,
"AVERY_VINSON","AVERY_VINSON","True",,,
"CHRIS_SIMS","CHRIS_SIMS","True",,,
"FREDERICK_HOOPER","FREDERICK_HOOPER","True",,,
"ELMER_BAXTER","ELMER_BAXTER","True",,,
"EMIL_PATE","EMIL_PATE","True",,,
"AHMAD_CALHOUN","AHMAD_CALHOUN","True",,,
"ANGELICA_WILSON","ANGELICA_WILSON","True",,,
"CLARICE_BRAY","CLARICE_BRAY","True",,,
"MARIANO_WALLER","MARIANO_WALLER","True",,,
"EDWARD_MURPHY","EDWARD_MURPHY","True",,,
"ELLIOT_MORGAN","ELLIOT_MORGAN","True",,,
"REFUGIO_PATRICK","REFUGIO_PATRICK","True",,,
"2546983690SA","2546983690SA","True",,,
"CHERI_HUGHES","CHERI_HUGHES","True",,,
"VICKY_LUNA","VICKY_LUNA","True",,,
"EDWARD_LYNCH","EDWARD_LYNCH","True",,,
"AURELIO_AYERS","AURELIO_AYERS","True",,,
"MAURA_BLACKWELL","MAURA_BLACKWELL","True",,,
"MARSHALL_GUERRA","MARSHALL_GUERRA","True",,,
"MELBA_WILEY","MELBA_WILEY","True",,,
"FREIDA_ADAMS","FREIDA_ADAMS","True",,,
"CAREY_SOSA","CAREY_SOSA","True",,,
"STACI_STEPHENS","STACI_STEPHENS","True",,,
"OWEN_ONEILL","OWEN_ONEILL","True",,,
"ALBERTA_HOUSE","ALBERTA_HOUSE","True",,,
"ELLEN_CRAFT","ELLEN_CRAFT","True",,,
"CHRISTA_MORENO","CHRISTA_MORENO","True",,,
"TRENTON_SPENCE","TRENTON_SPENCE","True",,,
"SAL_BURTON","SAL_BURTON","True",,,
"LYDIA_RHODES","LYDIA_RHODES","True",,,
"YVETTE_BECKER","YVETTE_BECKER","True",,,
"LOUIS_CALLAHAN","LOUIS_CALLAHAN","True",,,
"LILLIAN_NEAL","LILLIAN_NEAL","True",,,
"JONATHON_FERGUSON","JONATHON_FERGUSON","True",,,
"MARCELO_HINES","MARCELO_HINES","True",,,
"1891653920SA","1891653920SA","True",,,
"MADGE_LE","MADGE_LE","True",,,
"GRAHAM_MCKNIGHT","GRAHAM_MCKNIGHT","True",,,
"PHYLLIS_KERR","PHYLLIS_KERR","True",,,
"REGINALD_SHEPHERD","REGINALD_SHEPHERD","True",,,
"AHMAD_MCLAUGHLIN","AHMAD_MCLAUGHLIN","True",,,
"CYRIL_COLLINS","CYRIL_COLLINS","True",,,
"ISABELLA_SHEPHERD","ISABELLA_SHEPHERD","True",,,
"CARROLL_CANTRELL","CARROLL_CANTRELL","True",,,
"CORNELIUS_DILLON","CORNELIUS_DILLON","True",,,
"BONNIE_CONRAD","BONNIE_CONRAD","True",,,
"KARL_MCMAHON","KARL_MCMAHON","True",,,
"SOPHIE_ABBOTT","SOPHIE_ABBOTT","True",,,
"JAMAL_HENDRICKS","JAMAL_HENDRICKS","True",,,
"ANGEL_MCKINNEY","ANGEL_MCKINNEY","True",,,
"OLGA_SCHROEDER","OLGA_SCHROEDER","True",,,
"EUGENIO_ROJAS","EUGENIO_ROJAS","True",,,
"DEMETRIUS_WATSON","DEMETRIUS_WATSON","True",,,
"JODY_COMPTON","JODY_COMPTON","True",,,
"LORENZO_MCCLAIN","LORENZO_MCCLAIN","True",,,
"1566396254SA","1566396254SA","True",,,
"JEANNINE_BISHOP","JEANNINE_BISHOP","True",,,
"MATHEW_DELANEY","MATHEW_DELANEY","True",,,
"DENNIS_HURST","DENNIS_HURST","True",,,
"BARBARA_BOOTH","BARBARA_BOOTH","True",,,
"CARMELLA_LEE","CARMELLA_LEE","True",,,
"3375186457SA","3375186457SA","True",,,
"ARCHIE_MORENO","ARCHIE_MORENO","True",,,
"SHAWNA_DODSON","SHAWNA_DODSON","True",,,
"SUSAN_DOMINGUEZ","SUSAN_DOMINGUEZ","True",,,
"BETTY_KANE","BETTY_KANE","True",,,
"REED_HARRINGTON","REED_HARRINGTON","True",,,
"CORNELIUS_HARDY","CORNELIUS_HARDY","True",,,
"WILMA_BRUCE","WILMA_BRUCE","True",,,
"ENRIQUE_RICHMOND","ENRIQUE_RICHMOND","True",,,
"GABRIEL_WHEELER","GABRIEL_WHEELER","True",,,
"MARVIN_GOODWIN","MARVIN_GOODWIN","True",,,
"LOYD_HUFFMAN","LOYD_HUFFMAN","True",,,
"BRICE_BAIRD","BRICE_BAIRD","True",,,
"JEROLD_BURGESS","JEROLD_BURGESS","True",,,
"DARREN_MCCLAIN","DARREN_MCCLAIN","True",,,
"REGINALD_RAYMOND","REGINALD_RAYMOND","True",,,
"HELEN_HEATH","HELEN_HEATH","True",,,
"BRIAN_FRANCO","BRIAN_FRANCO","True",,,
"NOLAN_MENDOZA","NOLAN_MENDOZA","True",,,
"BILLIE_BALDWIN","BILLIE_BALDWIN","True",,,
"DARIO_WOLF","DARIO_WOLF","True",,,
"JUSTIN_BURCH","JUSTIN_BURCH","True",,,
"CLARISSA_BENNETT","CLARISSA_BENNETT","True",,,
"BRANDY_BURNETT","BRANDY_BURNETT","True",,,
"SERENA_CARSON","SERENA_CARSON","True",,,
"ALEXIS_NOBLE","ALEXIS_NOBLE","True",,,
"FOREST_WALLACE","FOREST_WALLACE","True",,,
"REGINALD_DONOVAN","REGINALD_DONOVAN","True",,,
"ALEXIS_VALENZUELA","ALEXIS_VALENZUELA","True",,,
"ROLANDO_MUNOZ","ROLANDO_MUNOZ","True",,,
"JODI_ANDERSON","JODI_ANDERSON","True",,,
"ROXIE_MATHEWS","ROXIE_MATHEWS","True",,,
"EARL_WELCH","EARL_WELCH","True",,,
"BRADFORD_DODSON","BRADFORD_DODSON","True",,,
"ROXIE_ALVARADO","ROXIE_ALVARADO","True",,,
"NORMA_ESTES","NORMA_ESTES","True",,,
